,Size,Ambientes,Address,Neighborhood,City,Rent
586,80, 3 ambs. , Esmeralda al 900 ,Retiro, Capital Federal ,36000
587,115, 3 ambs. , Lola Mora al 400 ,Puerto Madero, Capital Federal ,125000
588,71, 3 ambs. , Honorio Pueyrredon al 800 ,Caballito, Capital Federal ,32000
589,182, 3 ambs. , Azucena Villaflor al 500 ,Puerto Madero, Capital Federal ,3500
590,65, 3 ambs. , O´HIGGINS al 2100 ,Belgrano, Capital Federal ,30000
591,80, 3 ambs. , Corvalán 900 3 Ambs al Frente Cochera Movil ,Mataderos, Capital Federal ,22000
592,139, 3 ambs. , LYNCH MARTA al 400 ,Puerto Madero, Capital Federal ,5000
593,61, 3 ambs. , Laprida al 1300 ,Recoleta, Capital Federal ,32000
594,70, 3 ambs. , Juncal 3500 ,Recoleta, Capital Federal ,38500
595,60, 3 ambs. ,Ramón Falcón 2600,Flores, Capital Federal ,20000
596,70, 3 ambs. , Juncal 3500 ,Palermo, Capital Federal ,38500
597,66, 3 ambs. , Charcas al 4700 ,Palermo, Capital Federal ,50000
598,87, 3 ambs. , Juan B Justo al 1000 ,Palermo, Capital Federal ,1600
599,45, 3 ambs. , MORENO al 2900 ,Balvanera, Capital Federal ,25000
600,55, 3 ambs. , Edificio 6. Columna 2. 9no piso B. ,Villa Riachuelo, Capital Federal ,14000
601,62, 3 ambs. , JUNIN 400 ,Almagro, Capital Federal ,25000
602,50, 3 ambs. , Ayacucho 369 ,Congreso, Capital Federal ,22000
603,62, 3 ambs. , Sarmiento al 3800 ,Almagro, Capital Federal ,23000
604,97, 3 ambs. , FRENCH 2242 ,Recoleta, Capital Federal ,60000
605,54, 3 ambs. , AGUILAR 2600 ,Belgrano, Capital Federal ,45000
606,54, 3 ambs. , LARRAZABAL 100,Liniers, Capital Federal ,23000
607,60, 3 ambs. , Peña 2700 ,Recoleta, Capital Federal ,25000
608,148, 3 ambs. , 11 DE SEPTIEMBRE DE 1888 al 1600 ,Belgrano, Capital Federal ,2500
609,35, 3 ambs. , Hidalgo 300 2° ,Caballito, Capital Federal ,14500
610,52, 3 ambs. , pueyrredon 700 ,Caballito, Capital Federal ,30000
611,53, 3 ambs. , Velez Sarsfield 161 ,Barracas, Capital Federal ,17000
612,57, 3 ambs. , CARRANZA 1400 ,Palermo, Capital Federal ,25000
613,50, 3 ambs. , DIRECTORIO 4200 ,Parque Avellaneda, Capital Federal ,15500
614,54, 3 ambs. , Venezuela 1800 ,Congreso, Capital Federal ,18500
615,45, 3 ambs. , Monroe 4870 ,Villa Urquiza, Capital Federal ,21000
616,50, 3 ambs. , Armenia 2152 ,Palermo, Capital Federal ,25300
617,95, 3 ambs. , Juan Maria Gutierrez 3900 ,Palermo, Capital Federal ,75000
618,60, 3 ambs. , JULIAN ALVAREZ 2100 ,Palermo, Capital Federal ,36000
619,67, 3 ambs. , Republica de la India al 3000 ,Palermo, Capital Federal ,36000
620,130, 3 ambs. , Av. Pueyrredon 2458 ,Recoleta, Capital Federal ,900
621,90, 3 ambs. , OLGA COSSETTINI 1300 ,Puerto Madero, Capital Federal ,75000
622,58, 3 ambs. , Montevideo al 1100 ,Recoleta, Capital Federal ,15000
623,72, 3 ambs. , Arenales al 1900 ,Recoleta, Capital Federal ,45000
624,65, 3 ambs. , corrientes 2100 ,San Cristóbal, Capital Federal ,22000
625,60, 3 ambs. , Bolivar al 400 ,Monserrat, Capital Federal ,30000
626,208, 3 ambs. , Macacha Güemes al 300 Madero Center ,Puerto Madero, Capital Federal ,4500
627,75, 3 ambs. , AV PUEYRREDON 700,Balvanera, Capital Federal ,26000
628,67, 3 ambs. , JUNCAL 2166 ,Recoleta, Capital Federal ,35000
629,70, 3 ambs. , Asamblea al 1100 ,Parque Chacabuco, Capital Federal ,22000
630,184, 3 ambs. , Macacha Güemes al 300 ,Puerto Madero, Capital Federal ,3700
631,62, 3 ambs. , Quintino Bocayuva 900 ,Boedo, Capital Federal ,27000
632,140, 4 ambs. , Ayacucho al 1800 ,Recoleta, Capital Federal ,1900
633,184, 3 ambs. , Macacha Güemes al 300 Madero Center ,Puerto Madero, Capital Federal ,3400
634,184, 3 ambs. , Macacha Güemes al 300 ,Puerto Madero, Capital Federal ,3400
635,85, 3 ambs. , AV DE LA PLATA 279 ,Caballito, Capital Federal ,33000
636,105, 3 ambs. , Av. Puerredon 2400 ,Recoleta, Capital Federal ,45000
637,65, 3 ambs. , LA PAMPA 5021 ,Villa Urquiza, Capital Federal ,33000
638,70, 3 ambs. , julian alvarez 300 ,Colegiales, Capital Federal ,30492
639,55, 3 ambs. , ECHEVERRIA al 5800 ,Villa Urquiza, Capital Federal ,25000
640,55, 3 ambs. , Bauness 2000 2° ,Villa Urquiza, Capital Federal ,26000
641,55, 3 ambs. , Av.Triunvirato 3600 ,Parque Chas, Capital Federal ,20000
642,80, 3 ambs. , Paraná 1030 ,Recoleta, Capital Federal ,26000
643,3, 3 ambs. , MORENO al 2900 ,Balvanera, Capital Federal ,25000
644,168, 3 ambs. , marta salotti 500 ,Puerto Madero, Capital Federal ,3500
645,76, 3 ambs. , Agüero 1862 ,Recoleta, Capital Federal ,38000
646,80, 3 ambs. , Av. Corrientes 2900 ,Balvanera, Capital Federal ,27900
647,180, 4 ambs. , FIGUEROA ALCORTA PRES. AV. 3700 6,Palermo, Capital Federal ,2200
648,70, 3 ambs. , Independencia al 1800 ,Monserrat, Capital Federal ,26000
649,70, 3 ambs. , Arroyo y Suipacha 000 ,Retiro, Capital Federal ,2500
650,80, 3 ambs. , Arroyo y Suipacha 000 ,Retiro, Capital Federal ,2600
651,45, 3 ambs. , Av. Velez Sarfield 161 ,Parque Patricios, Capital Federal ,17000
652,57, 3 ambs. , Avenida San Martin al 5000 ,Villa del Parque, Capital Federal ,27000
653,72, 3 ambs. , Arenales al 1900 ,Recoleta, Capital Federal ,45000
654,63, 3 ambs. , Venezuela 2061 ,Balvanera, Capital Federal ,24000
655,56, 3 ambs. , ACOYTE 600 ,Caballito, Capital Federal ,27000
656,78, 3 ambs. , DORREGO AV. 1800 8,Palermo, Capital Federal ,45000
657,60, 3 ambs. , Helguera 350 ,Flores, Capital Federal ,21500
658,70, 3 ambs. , CAMACUA al 300 ,Flores, Capital Federal ,27000
659,60, 3 ambs. , Juramento 5200 2° ,Villa Urquiza, Capital Federal ,27000
660,53, 3 ambs. , Uriarte 2400 PB ,Palermo, Capital Federal ,35000
661,65, 3 ambs. , RIGLOS al 700 ,Caballito, Capital Federal ,35000
662,60, 3 ambs. , Montevideo 300 ,Congreso, Capital Federal ,20000
663,60, 3 ambs. , Av Santa Fe 3721 ,Palermo, Capital Federal ,59000
664,181, 3 ambs. , Florida 1000 ,Retiro, Capital Federal ,85000
665,80, 4 ambs. , BERUTI 3000 2,Recoleta, Capital Federal ,32000
666,44, 3 ambs. , Melian 3200 ,Coghlan, Capital Federal ,19500
667,133, 4 ambs. , CALLAO AV. 1500 7,Recoleta, Capital Federal ,78000
668,60, 3 ambs. , av de los Incas 4400 ,Villa Urquiza, Capital Federal ,25000
669,60, 3 ambs. , av de los Incas 4400 ,Belgrano, Capital Federal ,25000
670,44, 3 ambs. , Zabala 1700 ,Belgrano, Capital Federal ,23000
671,100, 3 ambs. , Cabello 3200 ,Palermo, Capital Federal ,48000
672,70, 3 ambs. , julian alvarez 300 ,Palermo, Capital Federal ,24200
673,84, 3 ambs. , Montañeses 3150 ,Núñez, Capital Federal ,1500
674,72, 3 ambs. , Olazabal 5400 ,Villa Urquiza, Capital Federal ,29800
675,65, 3 ambs. , CRISOLOGO LARRALDE 2400 ,Núñez, Capital Federal ,50000
676,76, 3 ambs. , Agüero 1862 ,Recoleta, Capital Federal ,38000
677,72, 3 ambs. , Julian Alvarez 1800 ,Palermo, Capital Federal ,37000
678,53, 3 ambs. , Agüero 1500 ,Recoleta, Capital Federal ,25000
679,78, 3 ambs. , Chacabuco 500 ,Monserrat, Capital Federal ,22000
680,78, 3 ambs. , Av Santa Fe 2700 ,Recoleta, Capital Federal ,35000
681,67, 3 ambs. , CAMARGO al 1100 ,Villa Crespo, Capital Federal ,22000
682,85, 3 ambs. , Tuyu 100 1° ,Liniers, Capital Federal ,22000
683,60, 3 ambs. , av de los Incas 4400 ,Parque Chas, Capital Federal ,20000
684,70, 3 ambs. , Otamendi 0 ,Caballito, Capital Federal ,21000
685,63, 3 ambs. , av. santa fe 4800 ,Palermo, Capital Federal ,25000
686,53, 3 ambs. , Av. San Juan al 3800 ,Boedo, Capital Federal ,25000
687,50, 3 ambs. , Malabia 2400 ,Palermo, Capital Federal ,32000
688,65, 3 ambs. , Billinghurst 1835 ,Recoleta, Capital Federal ,33000
689,57, 3 ambs. , HORTIGUERA 664 ,Caballito, Capital Federal ,35000
690,70, 3 ambs. , julian alvarez 300 ,Villa Crespo, Capital Federal ,24200
691,58, 3 ambs. , Felipe Vallese 400 18° ,Caballito, Capital Federal ,33000
692,80, 3 ambs. , Paraná 1000 ,Recoleta, Capital Federal ,26000
693,78, 3 ambs. , LARREA 864 ,Recoleta, Capital Federal ,27000
694,60, 3 ambs. , Helguera 350 ,Flores, Capital Federal ,21500
695,74, 4 ambs. , SOLDADO DE LA INDEPENDENCIA al 1400 ,Belgrano, Capital Federal ,28000
696,70, 3 ambs. , FONROUGE al 200 ,Liniers, Capital Federal ,400
697,49, 3 ambs. , Quince de Noviembre 1400 ,Constitución, Capital Federal ,16000
698,56, 3 ambs. , AV. DORREGO al 2600 ,Palermo, Capital Federal ,35000
699,47, 3 ambs. , Vidal 2400 7° ,Belgrano, Capital Federal ,27000
700,59, 3 ambs. , FIGUEROA ALCORTA PRES. AV. 3000 3,Palermo, Capital Federal ,40000
701,70, 3 ambs. , julian alvarez 300 ,Almagro, Capital Federal ,24200
702,69, 3 ambs. , José Antonio Cabrera al 3900 Piso 9° ,Palermo, Capital Federal ,39500
703,78, 3 ambs. , Manuela Pedraza 2010 ,Núñez, Capital Federal ,50000
704,60, 3 ambs. , pedro lozano 2939 ,Villa del Parque, Capital Federal ,30000
705,71, 3 ambs. , acha 1653 ,Villa Urquiza, Capital Federal ,35000
706,43, 3 ambs. , Humberto I 1308 ,Constitución, Capital Federal ,14500
707,70, 3 ambs. , martiniano leguizamon 100 ,Liniers, Capital Federal ,36000
708,60, 3 ambs. , Helguera 350 ,Flores, Capital Federal ,21500
709,60, 3 ambs. , GARCIA DE COSSIO al 6800 ,Liniers, Capital Federal ,18000
710,60, 3 ambs. , O Higgins 2100 ,Belgrano, Capital Federal ,21000
711,130, 3 ambs. , Quintana 80 ,Recoleta, Capital Federal ,40000
712,55, 3 ambs. , Cordoba 2448 ,Recoleta, Capital Federal ,22000
713,53, 3 ambs. , ARRIBEÑOS al 2200 ,Belgrano, Capital Federal ,22000
714,55, 3 ambs. , RIVADAVIA AV 8012 ,Floresta, Capital Federal ,15880
715,37, 2 ambs. , Santiago de las Carreras 45 ,Floresta, Capital Federal ,16000
716,84, 3 ambs. , Ramón L. Falcón 2500 ,Flores, Capital Federal ,18000
717,110, 4 ambs. , MAIPú 700 5,San Nicolás, Capital Federal ,23500
718,70, 3 ambs. , MORENO 786 ,Monserrat, Capital Federal ,17500
719,70, 3 ambs. , Aime Paine 1635 ,Puerto Madero, Capital Federal ,45000
720,70, 3 ambs. , JosÉ Pedro Varela 4300 ,Villa Devoto, Capital Federal ,28000
721,62, 3 ambs. , EL SALVADOR 5512 ,Palermo, Capital Federal ,25000
722,65, 3 ambs. , bonifacio 2300 ,Flores, Capital Federal ,17900
723,65, 3 ambs. , Rodriguez Peña 110 ,Congreso, Capital Federal ,21000
724,70, 3 ambs. , MURGUIONDO al 1500 ,Liniers, Capital Federal ,17000
725,54, 3 ambs. , Avellaneda 1000 ,Caballito, Capital Federal ,32000
726,80, 3 ambs. , Juncal 2200 ,Recoleta, Capital Federal ,25000
727,80, 3 ambs. , AZARA al 600 ,Barracas, Capital Federal ,22500
728,63, 3 ambs. , BULNES 1800 5,Palermo, Capital Federal ,32000
729,50, 3 ambs. , av escalada 37 ,Villa Luro, Capital Federal ,15000
730,50, 3 ambs. , Santiago del estero 1000 ,Monserrat, Capital Federal ,18000
731,62, 3 ambs. , SANTOS DUMONT 2719 ,Colegiales, Capital Federal ,24000
732,71, 3 ambs. , Vuelta de Obligado 4200 ,Núñez, Capital Federal ,29000
733,54, 3 ambs. , VALENTIN GOMEZ 3300 ,Almagro, Capital Federal ,20000
734,70, 3 ambs. , Av. Pedro Goyena 600 ,Caballito, Capital Federal ,30000
735,60, 3 ambs. , AV.ALBERDI J.B. al 7200 ,Mataderos, Capital Federal ,18000
736,65, 3 ambs. , alberdi 2600 ,Flores, Capital Federal ,21000
737,55, 3 ambs. , falcon 2600 ,Flores, Capital Federal ,16900
738,80, 3 ambs. , Lemos 200 ,Chacarita, Capital Federal ,36000
739,60, 3 ambs. ,JUAN B.  JUSTO 2225,Villa Crespo, Capital Federal ,20000
740,52, 3 ambs. , Paraguay 3604 ,Palermo, Capital Federal ,34000
741,58, 3 ambs. , VEDIA al 1600 ,Núñez, Capital Federal ,29000
742,54, 3 ambs. , BONPLAND al 2200 ,Palermo, Capital Federal ,30000
743,50, 3 ambs. , CABILDO 4276 ,Núñez, Capital Federal ,19000
744,58, 3 ambs. , Emilio Lamarca 3100 ,Villa del Parque, Capital Federal ,23000
745,75, 3 ambs. , PICHINCHA 1300 ,San Cristóbal, Capital Federal ,20000
746,44, 3 ambs. , Escalada 1000 8° ,Monte Castro, Capital Federal ,14000
747,70, 3 ambs. , senillosa 1900 ,Parque Chacabuco, Capital Federal ,21900
748,54, 3 ambs. , Miralla 2200 ,Mataderos, Capital Federal ,20000
749,56, 3 ambs. , Jose Pedro Varela 4128 ,Villa Devoto, Capital Federal ,20000
750,85, 3 ambs. , Caseros 900 ,Barracas, Capital Federal ,23000
751,50, 3 ambs. , Avenida de los Incas 3900 ,Villa Urquiza, Capital Federal ,24000
752,55, 3 ambs. , Gral paz 8310 8310 ,Villa Devoto, Capital Federal ,17500
753,57, 3 ambs. , AMENABAR al 2800 ,Belgrano, Capital Federal ,19000
754,80, 3 ambs. , BRASIL al 100 ,Barracas, Capital Federal ,18000
755,64, 3 ambs. , Av saenz 400 ,Parque Patricios, Capital Federal ,20000
756,55, 3 ambs. , Nueva York 3393 ,Villa Devoto, Capital Federal ,21000
757,68, 3 ambs. , San Nicolas 4236 ,Villa Devoto, Capital Federal ,27000
758,50, 3 ambs. , VUELTA DE OBLIGADO 2450 ,Belgrano, Capital Federal ,22000
759,67, 3 ambs. , CNEL RAMON L. FALCON 2495 ,Flores, Capital Federal ,20000
760,34, 3 ambs. , Espinosa 2232 ,Paternal, Capital Federal ,18900
761,60, 3 ambs. , Av Directorio 600 ,Caballito, Capital Federal ,27000
762,55, 3 ambs. , Av Mosconi 2836 ,Villa Pueyrredón, Capital Federal ,21000
763,41, 3 ambs. , Av. Independencia 4000 ,Almagro, Capital Federal ,19500
764,50, 3 ambs. , Rivera indarte 181 ,Flores, Capital Federal ,26000
765,50, 3 ambs. , AMENABAR 3220 ,Belgrano, Capital Federal ,26999
766,45, 3 ambs. , Alberti 1600 ,San Cristóbal, Capital Federal ,15500
767,60, 3 ambs. , Av Australia 2942 ,Barracas, Capital Federal ,20000
768,51, 3 ambs. , DIRECTORIO 126 ,Caballito, Capital Federal ,22000
769,70, 3 ambs. , Pres. Tte. Gral. Juan Domingo Perón C1037ACH ADA,Balvanera, Capital Federal ,18000
770,60, 3 ambs. , Argerich 3100 ,Villa del Parque, Capital Federal ,20000
771,57, 3 ambs. , Pavon 1950 ,Constitución, Capital Federal ,18000
772,60, 3 ambs. , Ortega y Gasset 1800 ,Palermo, Capital Federal ,35000
773,57, 3 ambs. , AV CALLAO 300 ,Congreso, Capital Federal ,20000
774,60, 3 ambs. , Araoz Alfaro y Ambrosetti SN ,Caballito, Capital Federal ,33000
775,55, 3 ambs. , Trelles 900 ,Caballito, Capital Federal ,22000
776,100, 3 ambs. , República Árabe Siria 2920 ,Palermo, Capital Federal ,70000
777,67, 3 ambs. , VIRREY OLAGUER 2468 ,Belgrano, Capital Federal ,25000
778,27, 2 ambs. , San Luis 2850 ,Recoleta, Capital Federal ,22000
779,53, 3 ambs. , CABRERA 3840 ,Palermo, Capital Federal ,35000
780,50, 3 ambs. , Av. Forest 435 ,Chacarita, Capital Federal ,8000
781,54, 3 ambs. , Manuel Artigas 5196 ,Villa Luro, Capital Federal ,17500
782,51, 3 ambs. , Av. Escalada 20 ,Villa Luro, Capital Federal ,18000
783,70, 3 ambs. , Anchorena 1300 ,Recoleta, Capital Federal ,26000
784,80, 3 ambs. , Zequeira 6024 ,Mataderos, Capital Federal ,14000
785,60, 3 ambs. , Monroe 4521 ,Villa Urquiza, Capital Federal ,34500
786,55, 3 ambs. , Acoyte 91 ,Caballito, Capital Federal ,20000
787,75, 3 ambs. , AVENIDA LA PLATA 1300 ,Boedo, Capital Federal ,30000
788,72, 3 ambs. , PALESTINA 607 ,Almagro, Capital Federal ,27000
789,65, 3 ambs. , BALBIN 2600 ,Belgrano, Capital Federal ,32500
790,70, 3 ambs. , AV. ESCALADA 4300 ,Villa Lugano, Capital Federal ,20000
791,58, 3 ambs. , Jose luis cantilo 5037 ,Villa Devoto, Capital Federal ,30000
792,60, 3 ambs. , arenales 2800 ,Recoleta, Capital Federal ,25000
793,73, 3 ambs. , Avenida Garay 1264 ,Constitución, Capital Federal ,17999
794,76, 3 ambs. , Gurruchaga 274 ,Villa Crespo, Capital Federal ,36000
795,45, 3 ambs. , Álvarez Thomas 833 ,Colegiales, Capital Federal ,20000
796,60, 3 ambs. , CAMARONES 2800 ,Villa del Parque, Capital Federal ,23000
797,55, 3 ambs. , Esmeralda 900 ,Retiro, Capital Federal ,18000
798,78, 3 ambs. , terrada 925 ,Flores, Capital Federal ,28000
799,62, 3 ambs. , Sanchez de Bustamante 1880 ,Recoleta, Capital Federal ,27500
800,70, 3 ambs. , guemes 3756 ,Palermo, Capital Federal ,29700
801,48, 3 ambs. , Albarellos 2957 ,Villa Pueyrredón, Capital Federal ,25000
802,110, 3 ambs. , Virrey del pino 2100 ,Belgrano, Capital Federal ,80000
803,56, 3 ambs. , Cabildo 3200 ,Belgrano, Capital Federal ,21900
804,95, 4 ambs. , av. Corrientes 4800 ,Villa Crespo, Capital Federal ,30000
805,70, 3 ambs. , Av juan de garay 700 ,San Telmo, Capital Federal ,25000
806,74, 3 ambs. , Av. Libertador 5600 ,Belgrano, Capital Federal ,53000
807,120, 4 ambs. , Pasaje Lomas de zamora 2455 ,Villa Devoto, Capital Federal ,50000
808,67, 3 ambs. , Matheu 1200 ,San Cristóbal, Capital Federal ,23000
809,53, 3 ambs. , Acuña de Figueroa al 100 SN ,Almagro, Capital Federal ,25000
810,55, 3 ambs. , Acuña de Figueroa 151 ,Almagro, Capital Federal ,25000
811,70, 4 ambs. , Rivadavia 10400 ,Villa Luro, Capital Federal ,21000
812,60, 3 ambs. , FRANKLIN D. ROOSEVELT 2585 ,Belgrano, Capital Federal ,34000
813,54, 3 ambs. , Nahuel Huapi 4500 ,Villa Urquiza, Capital Federal ,37500
814,96, 3 ambs. , AVENIDA SANTA FE 3968 ,Palermo, Capital Federal ,35000
815,70, 3 ambs. , Terrada 921 ,Flores, Capital Federal ,27000
816,56, 3 ambs. , Yerbal 5126 ,Villa Luro, Capital Federal ,15000
817,67, 3 ambs. , Matheu 1200 ,San Cristóbal, Capital Federal ,23000
818,50, 3 ambs. , Achaval 200 ,Caballito, Capital Federal ,28000
819,80, 3 ambs. , Conesa 776 ,Colegiales, Capital Federal ,60000
820,90, 3 ambs. , Dragones 2200 ,Belgrano, Capital Federal ,1500
821,100, 3 ambs. , Figueroa Alcorta 7184 ,Belgrano, Capital Federal ,60000
822,79, 4 ambs. , San Juan 2190 ,San Cristóbal, Capital Federal ,29000
823,57, 3 ambs. , Tucuman 1600 ,Recoleta, Capital Federal ,18500
824,80, 3 ambs. , AZUCENA VILLA FLOR 500 ,Puerto Madero, Capital Federal ,1400
825,70, 3 ambs. , Curapaligue 60 ,Caballito, Capital Federal ,27000
826,90, 4 ambs. , Valentin Gomez 2600 ,Once, Capital Federal ,28100
827,58, 3 ambs. , Olleros 2454 ,Colegiales, Capital Federal ,26000
828,62, 3 ambs. , juramento 2564 ,Belgrano, Capital Federal ,25000
829,50, 3 ambs. , Rivadavia 5200 ,Caballito, Capital Federal ,27000
830,50, 2 ambs. , ALVAR NUÑEZ 200 ,La Boca, Capital Federal ,14000
831,65, 3 ambs. , Freire 2300 ,Belgrano, Capital Federal ,24900
832,63, 3 ambs. , vidal 2500 ,Belgrano, Capital Federal ,27700
833,60, 3 ambs. , Marcelo t de Alvear 1400 ,Recoleta, Capital Federal ,35000
834,80, 3 ambs. , Gabriela Mistral 2562 ,Villa Pueyrredón, Capital Federal ,33000
835,56, 3 ambs. , Rondeau SN ,Parque Patricios, Capital Federal ,23000
836,52, 3 ambs. , Av entre Rios 1000 1000 ,San Cristóbal, Capital Federal ,22600
837,62, 3 ambs. , andres vallejos 3000 ,Villa Pueyrredón, Capital Federal ,33000
838,55, 3 ambs. , Plaza 3969 ,Saavedra, Capital Federal ,20000
839,45, 3 ambs. , Senillosa 500 ,Caballito, Capital Federal ,18000
840,60, 3 ambs. , corvalan 108 ,Villa Luro, Capital Federal ,20000
841,50, 3 ambs. , C. Ramirez 5800 ,Villa Lugano, Capital Federal ,12000
842,60, 3 ambs. , Cnel. Ramón Falcón 2800 ,Flores, Capital Federal ,26000
843,70, 3 ambs. , cramer 355 ,Colegiales, Capital Federal ,24000
844,49, 3 ambs. , av soldado de la frontera 5100 ,Villa Lugano, Capital Federal ,12900
845,68, 3 ambs. , Patron 5800 ,Villa Luro, Capital Federal ,25800
846,50, 3 ambs. , GUAYAQUIL al 100 ,Caballito, Capital Federal ,22000
847,70, 3 ambs. , Montañeses 1900 ,Belgrano, Capital Federal ,26000
848,40, 2 ambs. , Argerich 2900 ,Villa del Parque, Capital Federal ,21000
849,40, 3 ambs. , Carlos Calvo 600 2° ,San Telmo, Capital Federal ,19000
850,53, 3 ambs. , Yerbal 5126 ,Villa Luro, Capital Federal ,16000
851,62, 3 ambs. , RAMÓN FALCÓN 3400 ,Floresta, Capital Federal ,17500
852,60, 3 ambs. , Salguero 800 ,Palermo, Capital Federal ,30000
853,60, 3 ambs. , Avenida General Paz 13100 9° ,Mataderos, Capital Federal ,16000
854,53, 3 ambs. , Independencia al 4000 ,Boedo, Capital Federal ,18000
855,54, 3 ambs. , Escalada 19 ,Villa Luro, Capital Federal ,17000
856,45, 3 ambs. , Santander 3000 1° ,Flores, Capital Federal ,18000
857,40, 3 ambs. , Castelli 256 ,Balvanera, Capital Federal ,16500
858,44, 3 ambs. , Asunción 3214 ,Villa del Parque, Capital Federal ,19500
859,45, 3 ambs. , Santander 3000 1° ,Flores, Capital Federal ,17000
860,60, 3 ambs. , Membrillar 275 8º E,Flores,Capital Federal,18000
861,50, 3 ambs. , Ciudad de la Paz 2900 ,Belgrano, Capital Federal ,24000
862,56, 3 ambs. , Rivadavia al 4700 ,Caballito, Capital Federal ,17000
863,47, 3 ambs. , Boedo 1707 ,Boedo, Capital Federal ,20000
864,71, 3 ambs. , Achaval 200 ,Caballito, Capital Federal ,33000
865,55, 3 ambs. , Rivadavia 3217 ,Almagro, Capital Federal ,23000
866,46, 3 ambs. , AV. Velez Sarsfield N° al 100 ,Parque Patricios, Capital Federal ,16000
867,56, 3 ambs. , AVDA.GAONA 1300 2,Caballito, Capital Federal ,28000
868,50, 3 ambs. , Tacuari al 2000 ,Barracas, Capital Federal ,19000
869,50, 3 ambs. , Santander 3000 2° ,Flores, Capital Federal ,17000
870,70, 3 ambs. , Andrés Lamas 1947 ,Paternal, Capital Federal ,20000
871,80, 3 ambs. , Av. Directorio al 1300 ,Caballito, Capital Federal ,24500
872,60, 3 ambs. , Nicolas Repetto al 300 ,Caballito, Capital Federal ,20000
873,59, 3 ambs. , Vallejos al 4400 ,Villa Devoto, Capital Federal ,29800
874,53, 3 ambs. , Av. Rivadavia al 4390 ,Caballito, Capital Federal ,21000
875,61, 3 ambs. , Estado de Israel al 4700 ,Villa Crespo, Capital Federal ,25000
876,55, 3 ambs. , Chile al 800 ,San Telmo, Capital Federal ,24000
877,55, 3 ambs. , Zapiola 2300 ,Belgrano, Capital Federal ,30000
878,57, 3 ambs. , lascano 2900 ,Villa del Parque, Capital Federal ,30000
879,65, 3 ambs. , sayos 5684 ,Villa Lugano, Capital Federal ,18000
880,56, 3 ambs. , Mendez de Andes 1793 ,Caballito, Capital Federal ,21000
881,40, 3 ambs. , Mexico 2000 PB ,Balvanera, Capital Federal ,20000
882,46, 3 ambs. , Av. Jujuy 2090 5ºB,Parque Patricios, Parque Patricios ,20000
883,60, 3 ambs. , Panama 900 ,Almagro, Capital Federal ,18000
884,45, 3 ambs. , Santander 3000 1° ,Flores, Capital Federal ,17000
