,Size,Ambientes,Address,Neighborhood,City,Rent
885,55, 3 ambs. , calderon de la barca 1476 ,Monte Castro, Capital Federal ,21000
886,60, 3 ambs. , Salguero 800 ,Almagro, Capital Federal ,20000
887,50, 3 ambs. , Centenera al 600 ,Caballito, Capital Federal ,19000
888,50, 3 ambs. , Habana 4300 ,Villa Devoto, Capital Federal ,20000
889,80, 3 ambs. , Bulnes 1982 ,Palermo, Capital Federal ,32000
890,80, 3 ambs. , Dolores 9 ,Floresta, Capital Federal ,18000
891,54, 3 ambs. , Humberto 1° al 600 ,San Telmo, Capital Federal ,23000
892,60, 3 ambs. , Zabala 1700 ,Belgrano, Capital Federal ,22000
893,50, 3 ambs. , Santiago DEL Estero N° al 1400 ,Constitución, Capital Federal ,14000
894,77, 3 ambs. , Guayaquil 746 ,Caballito, Capital Federal ,25000
895,66, 3 ambs. , Quevedo N° 3700 ,Villa Devoto, Capital Federal ,26500
896,60, 3 ambs. , PADILLA al 600 ,Villa Crespo, Capital Federal ,20000
897,49, 3 ambs. , Bartolome Mitre al 2700 ,Balvanera, Capital Federal ,16000
898,52, 3 ambs. , Rodo 4200 6° ,Floresta, Capital Federal ,15000
899,92, 3 ambs. , Juana Manso 1300 ,Puerto Madero, Capital Federal ,70000
900,53, 3 ambs. , Cabildo 110,Belgrano, Capital Federal ,19000
901,68, 3 ambs. , Baigorria 2900 1° ,Villa del Parque, Capital Federal ,25000
902,64, 3 ambs. , Ramón L Falcón al 5400 ,Villa Luro, Capital Federal ,20000
903,55, 3 ambs. , Migueletes 1800 ,Belgrano, Capital Federal ,23000
904,50, 3 ambs. , Santander 3000 2° ,Flores, Capital Federal ,18000
905,46, 3 ambs. , Boyaca 500 1° ,Caballito, Capital Federal ,18000
906,77, 3 ambs. , Bauness al 2230 8º40,Villa Urquiza, Capital Federal ,27000
907,70, 3 ambs. , Uriburu al 100 ,Congreso, Capital Federal ,20000
908,65, 3 ambs. , Mercedes 3800 ,Villa Devoto, Capital Federal ,22500
909,60, 3 ambs. , Guardia Vieja 4000 ,Almagro, Capital Federal ,35000
910,50, 3 ambs. , Colombres al 900 ,Boedo, Capital Federal ,20000
911,45, 3 ambs. , HONDURAS al 5700 ,Palermo, Capital Federal ,20000
912,74, 3 ambs. , Juana Azurduy al 1600 ,Núñez, Capital Federal ,38000
913,58, 3 ambs. , Thames al 2100 ,Palermo, Capital Federal ,25000
914,45, 3 ambs. , Alberti al 500 ,Balvanera, Capital Federal ,17000
915,78, 3 ambs. , Paraguay al 3500 ,Palermo, Capital Federal ,22000
916,70, 3 ambs. , Martiniano Leguizamon 0 ,Liniers, Capital Federal ,21500
917,117, 3 ambs. , Juana Manso 1500 ,Puerto Madero, Capital Federal ,1300
918,65, 3 ambs. , Ricardo Gutierrez 3300 4° ,Villa del Parque, Capital Federal ,28000
919,65, 3 ambs. , Gaona al 2700 ,Caballito, Capital Federal ,19000
920,48, 3 ambs. , Marcos Paz 3600 2° ,Villa Devoto, Capital Federal ,20000
921,110, 3 ambs. , Torres DEL Yatch 3 AMB Amobaldo Juana Manso 590 Piso 38 ,Puerto Madero, Capital Federal ,120
922,53, 3 ambs. , RIGLOS Y PEDRO GOYENA ,Caballito, Capital Federal ,26000
923,62, 3 ambs. , Armenia 2200 4,Palermo, Capital Federal ,35000
924,52, 3 ambs. , San ireneo 300 ,Caballito, Capital Federal ,26000
925,70, 3 ambs. , O HIGGINS al 1700 ,Belgrano, Capital Federal ,26900
926,53, 3 ambs. , Bogota 2400 ,Flores, Capital Federal ,25000
927,70, 3 ambs. , Padilla 600 ,Villa Crespo, Capital Federal ,24000
928,70, 3 ambs. , Cabello al 3200 ,Palermo, Capital Federal ,450
929,80, 3 ambs. , Junin al 1000 ,Recoleta, Capital Federal ,22000
930,62, 3 ambs. , Av. Asamblea 1132 13º C ,Parque Chacabuco, Capital Federal ,22000
931,52, 3 ambs. , Miro Entre Bonifacio,Caballito, Capital Federal ,25000
932,80, 3 ambs. , MAURE al 2300 ,Belgrano, Capital Federal ,38000
933,51, 3 ambs. , Pacheco al 2200 ,Villa Urquiza, Capital Federal ,26000
934,50, 3 ambs. , JUNCAL 4500 ,Palermo, Capital Federal ,28500
935,60, 3 ambs. , Gorriti al 3400 ,Recoleta, Capital Federal ,22000
936,57, 3 ambs. , Garcia Lorca 20 PB B ,Caballito, Capital Federal ,19000
937,72, 3 ambs. , Av. Diaz Velez 4000 ,Almagro, Capital Federal ,28000
938,62, 3 ambs. , Timoteo Gordillo 100 13° ,Liniers, Capital Federal ,16000
939,83, 3 ambs. , Cerrito al 200,Monserrat, Capital Federal ,19000
940,51, 3 ambs. , AV CABILDO al 200 ,Belgrano, Capital Federal ,21000
941,65, 3 ambs. , Armenia 2200 6,Palermo, Capital Federal ,35000
942,67, 3 ambs. , Godoy Cruz 2900 ,Palermo, Capital Federal ,40000
943,52, 3 ambs. , Santiago DEL Estero al 100 ,Congreso, Capital Federal ,20000
944,56, 3 ambs. , Corrientes al 5600 ,Villa Crespo, Capital Federal ,25000
945,75, 3 ambs. , Franklin D. Roseevelt al 3200 ,Belgrano, Capital Federal ,45000
946,49, 3 ambs. , Matienzo,Palermo, Capital Federal ,25000
947,58, 10 ambs. , Virgilio 1376 ,Monte Castro, Capital Federal ,22000
948,55, 3 ambs. , Juncal al 4500,Palermo, Capital Federal ,29000
949,86, 3 ambs. , Juncal 1200 ,Recoleta, Capital Federal ,25000
950,80, 3 ambs. , borges 2300 ,Palermo, Capital Federal ,30000
951,70, 3 ambs. , Corvalan al 2600 ,Mataderos, Capital Federal ,23000
952,72, 3 ambs. , DOBLAS 100 ,Caballito, Capital Federal ,25000
953,75, 3 ambs. , Ramallo al 1700 ,Núñez, Capital Federal ,45000
954,130, 3 ambs. , Migueletes al 800 ,Palermo, Capital Federal ,2500
955,55, 3 ambs. , Olazabal 5200 2° ,Villa Urquiza, Capital Federal ,25000
956,75, 3 ambs. , Corrientes al 4400 ,Almagro, Capital Federal ,32000
957,100, 4 ambs. , Melincue al 3200 ,Villa del Parque, Capital Federal ,32000
958,50, 3 ambs. , Charcas al 3600 ,Palermo, Capital Federal ,27000
959,65, 3 ambs. , Pedro Ignacio Rivera al 2400 ,Núñez, Capital Federal ,27000
960,90, 3 ambs. , Tucuman 600 ,San Nicolás, Capital Federal ,28500
961,75, 3 ambs. , Peña al 3000 ,Recoleta, Capital Federal ,45000
962,125, 3 ambs. , Felipe Vallese 2751 ,Flores, Capital Federal ,48000
963,75, 3 ambs. , Cerrito al 1500 Piso 16 ,Recoleta, Capital Federal ,28000
964,47, 3 ambs. , AV SAN Martin al 4900 ,Villa del Parque, Capital Federal ,19000
965,50, 3 ambs. , Lemos 83 ,Chacarita, Capital Federal ,20000
966,75, 3 ambs. , Cesar Diaz 4300 10° ,Floresta, Capital Federal ,23000
967,65, 3 ambs. , Jufre al 800 ,Villa Crespo, Capital Federal ,40000
968,80, 3 ambs. , Jorge Luis Borges al 1300 ,Palermo, Capital Federal ,25000
969,93, 3 ambs. , Av.Cabildo 500 ,Palermo, Capital Federal ,38000
970,50, 3 ambs. , B Mitre 1617 ,San Nicolás, Capital Federal ,16000
971,62, 3 ambs. , Conesa al 2500 ,Belgrano, Capital Federal ,35000
972,85, 3 ambs. , Vuelta de Obligado al 4600 ,Núñez, Capital Federal ,38000
973,46, 3 ambs. , Viamonte 2600 ,Balvanera, Capital Federal ,18000
974,90, 3 ambs. , Virrey Arredondo y Arcos ,Belgrano, Capital Federal ,40000
975,62, 3 ambs. , Barzana al 2100 ,Villa Urquiza, Capital Federal ,28000
976,60, 3 ambs. , LASCANO 2800 ,Villa del Parque, Capital Federal ,30000
977,64, 3 ambs. , GUEMES al 4200 ,Palermo, Capital Federal ,25000
978,55, 3 ambs. , Zapiola 2300 ,Belgrano, Capital Federal ,30000
979,80, 3 ambs. , Defensa al 800 ,San Telmo, Capital Federal ,38000
980,56, 3 ambs. , Plaza 2400 ,Coghlan, Capital Federal ,27000
981,110, 4 ambs. , Congreso 2700 ,Coghlan, Capital Federal ,60000
982,125, 3 ambs. , Felipe Vallese 2751 ,Floresta, Capital Federal ,48000
983,60, 3 ambs. , AV Cruz al 6200 ,Villa Lugano, Capital Federal ,18000
984,51, 3 ambs. , Avenida San Juan al 1900 ,San Cristóbal, Capital Federal ,25000
985,120, 3 ambs. , Av. Córdoba 800 ,Retiro, Capital Federal ,23800
986,180, 3 ambs. , Azucena Villaflor 600 ,Puerto Madero, Capital Federal ,200000
987,60, 3 ambs. , OLAYA al 1100 ,Villa Crespo, Capital Federal ,20000
988,66, 3 ambs. , echevarria al 4200 ,Villa Urquiza, Capital Federal ,37000
989,63, 3 ambs. , Mario Bravo al 300 ,Almagro, Capital Federal ,27000
990,75, 3 ambs. , Culpina al 100 ,Flores, Capital Federal ,24000
991,65, 3 ambs. , rocha al 1500 ,Barracas, Capital Federal ,17500
992,131, 3 ambs. , Azucena Villaflor 500 ,Puerto Madero, Capital Federal ,2100
993,57, 3 ambs. , Av Crisologo Larralde al 1900 ,Núñez, Capital Federal ,32000
994,90, 3 ambs. , Juncal 1900 5° ,Recoleta, Capital Federal ,39000
995,80, 3 ambs. , AVELLANEDA al 3200 ,Flores, Capital Federal ,18000
996,75, 3 ambs. , Terrada 921 ,Flores, Capital Federal ,28500
997,70, 3 ambs. , Arce al 200 ,Palermo, Capital Federal ,40000
998,68, 3 ambs. , Humberto Primo al 600 ,San Telmo, Capital Federal ,23000
999,65, 3 ambs. , Bolivia al 3000 ,Villa del Parque, Capital Federal ,35000
1000,100, 3 ambs. , CALLAO AV. 1700 P.B.,Recoleta, Capital Federal ,980
1001,70, 4 ambs. , Departamento Amoblado en Nuñez ,Núñez, Capital Federal ,90000
1002,59, 3 ambs. , Amenabar 2800 ,Belgrano, Capital Federal ,25000
1003,62, 3 ambs. , ciudad de la paz 2211 ,Belgrano, Capital Federal ,28000
1004,55, 3 ambs. , Lascano 2900 ,Villa del Parque, Capital Federal ,30000
1005,65, 3 ambs. , Avellaneda al 2600 ,Flores, Capital Federal ,20000
1006,55, 3 ambs. , Billinghurst 200 ,Almagro, Capital Federal ,20000
1007,60, 3 ambs. , GASCON al 1100 ,Almagro, Capital Federal ,25000
1008,124, 3 ambs. , Gral. Indalecio Chenault 1900 ,Palermo, Capital Federal ,89500
1009,135, 3 ambs. , Azucena Villaflor 500 ,Puerto Madero, Capital Federal ,1900
1010,65, 3 ambs. , Av Roosevelt al 2400 ,Belgrano, Capital Federal ,30000
1011,126, 3 ambs. , Azucena Villaflor 500 ,Puerto Madero, Capital Federal ,2700
1012,50, 3 ambs. , TUCUMAN 900 ,San Nicolás, Capital Federal ,20000
1013,60, 3 ambs. , Bernardo de Yrigoyen al 1300 ,Monserrat, Capital Federal ,25000
1014,110, 3 ambs. , Billinghurst al 2300 ,Recoleta, Capital Federal ,42000
1015,65, 3 ambs. , Charcas al 3500 ,Palermo, Capital Federal ,40000
1016,72, 3 ambs. , av diaz velez 4000 ,Almagro, Capital Federal ,28000
1017,200, 3 ambs. , Juana Manso al 100 ,Puerto Madero, Capital Federal ,2850
1018,82, 3 ambs. , Azcuenaga al 1300 ,Recoleta, Capital Federal ,30000
1019,125, 3 ambs. , Aimé Painé al 1100 ,Puerto Madero, Capital Federal ,5000
1020,60, 3 ambs. , av de los Incas 4400 ,Chacarita, Capital Federal ,25000
1021,50, 3 ambs. , Arévalo al 2900 ,Palermo, Capital Federal ,27000
1022,75, 3 ambs. , Terrada 921 ,Floresta, Capital Federal ,28500
1023,99, 3 ambs. , Republica Arabe Siria al 2900 ,Palermo, Capital Federal ,55000
1024,62, 3 ambs. , Camargo al 700 ,Villa Crespo, Capital Federal ,24500
1025,60, 3 ambs. , Fray Justo Santa María de Oro al 2700 ,Palermo, Capital Federal ,40000
1026,62, 3 ambs. , 25 de mayo al 700 ,Retiro, Capital Federal ,24000
1027,100, 4 ambs. , Amenbar al 1800 ,Belgrano, Capital Federal ,37000
1028,115, 3 ambs. , Av del Libertador al 3500 ,Palermo, Capital Federal ,80000
1029,75, 3 ambs. , Soler 6043 ,Palermo, Capital Federal ,40000
1030,84, 3 ambs. , Tucuman al 900 ,San Nicolás, Capital Federal ,35000
1031,200, 4 ambs. , Av del Libertador al 4900 ,Belgrano, Capital Federal ,1900
1032,94, 3 ambs. , Parera al 100 ,Recoleta, Capital Federal ,40000
1033,85, 3 ambs. , Guemes 3300 ,Palermo, Capital Federal ,100000
1034,80, 3 ambs. , Salta al 1500 ,Constitución, Capital Federal ,18000
1035,60, 3 ambs. , av constituyentes 6264 ,Villa Urquiza, Capital Federal ,22000
1036,65, 3 ambs. , Juncal al 1800 ,Recoleta, Capital Federal ,32000
1037,71, 3 ambs. , Biarritz N° 2328,Villa del Parque, Capital Federal ,27000
1038,145, 3 ambs. , Juana Manso al 500 ,Puerto Madero, Capital Federal ,1500
1039,85, 3 ambs. , Juncal 1100 ,Recoleta, Capital Federal ,50000
1040,90, 3 ambs. , Virrey Arredondo al 2200 ,Belgrano, Capital Federal ,30000
1041,70, 3 ambs. , Guemes 2900 2º ,Recoleta, Capital Federal ,39000
1042,77, 3 ambs. , Av. Las Heras 2500 ,Recoleta, Capital Federal ,38000
1043,140, 3 ambs. , Thames 2161 ,Palermo, Capital Federal ,1200
1044,97, 3 ambs. , Republica Arabe Siria al 2600 ,Palermo, Capital Federal ,36000
1045,58, 3 ambs. , Pico 2300 1° ,Belgrano, Capital Federal ,30000
1046,80, 3 ambs. , Giribone 1100 ,Colegiales, Capital Federal ,70000
1047,105, 3 ambs. , Maure al 1500 ,Palermo, Capital Federal ,45000
1048,75, 4 ambs. , :) ,Caballito, Capital Federal ,32000
1049,56, 3 ambs. , SANTA FE al 4800 ,Palermo, Capital Federal ,27000
1050,50, 3 ambs. , Avenida libertador al 6400 ,Núñez, Capital Federal ,25000
1051,67, 3 ambs. , Av. Callao 1200 ,Recoleta, Capital Federal ,45000
1052,55, 3 ambs. , Abraham J. Luppi al 900 ,Nueva Pompeya, Capital Federal ,15800
1053,86, 3 ambs. , Juan Francisco Segui 4700 ,Palermo, Capital Federal ,95000
1054,48, 3 ambs. , P. I. Rivera 3045 ,Belgrano, Capital Federal ,23500
1055,135, 4 ambs. , Levene al 900 ,Recoleta, Capital Federal ,2400
1056,90, 3 ambs. , LUIS MARIA CAMPOS 1100 ,Palermo, Capital Federal ,29000
1057,70, 3 ambs. , Martiniano Leguizamon 0 ,Liniers, Capital Federal ,22000
1058,90, 3 ambs. , Olga Cossettini 1300 ,Puerto Madero, Capital Federal ,72000
1059,200, 3 ambs. , Av. Salvador María del Carril al 4100 ,Villa Devoto, Capital Federal ,65000
1060,60, 3 ambs. , Arcos 1700 ,Belgrano, Capital Federal ,70000
1061,60, 3 ambs. , Juan Francisco Segui 3578 ,Palermo, Capital Federal ,32000
1062,69, 3 ambs. , Jorge Luis Borges 2100 5ºA ,Palermo, Capital Federal ,60000
1063,45, 3 ambs. , Vuelta de Obligado y Pico ,Núñez, Capital Federal ,30000
1064,88, 3 ambs. , Helguera 2800 9° ,Villa del Parque, Capital Federal ,35000
1065,122, 4 ambs. , Juana Manso al 1500 ,Puerto Madero, Capital Federal ,200000
1066,63, 3 ambs. , Zapata 100 ,Palermo, Capital Federal ,900
1067,200, 3 ambs. , Olga Cossettini al 100 ,Puerto Madero, Capital Federal ,4000
1068,80, 3 ambs. , Olga Cossettini al 1100 ,Puerto Madero, Capital Federal ,65000
1069,83, 3 ambs. , Azucena Villaflor ,Puerto Madero, Capital Federal ,900
1070,60, 3 ambs. , Roosevelt al 1900 ,Belgrano, Capital Federal ,43000
1071,82, 3 ambs. , LAFINUR al 3100 ,Palermo, Capital Federal ,68000
1072,148, 3 ambs. , Julieta Lanteri 1300 ,Puerto Madero, Capital Federal ,2500
1073,128, 3 ambs. , Ramon Castilla 2900 ,Palermo, Capital Federal ,2100
1074,134, 4 ambs. , Parana al 1200 ,Recoleta, Capital Federal ,2250
1075,82, 3 ambs. , Anchorena al 1600 ,Recoleta, Capital Federal ,35000
1076,117, 3 ambs. , Quartier Ocampo ,Palermo, Capital Federal ,2540
1077,52, 3 ambs. , MONROE 3848 ,Belgrano, Capital Federal ,1300
1078,58, 3 ambs. , Teniente General Juan Domingo Peron 1600 ,San Nicolás, Capital Federal ,16000
1079,82, 3 ambs. , av diaz velez 3800 ,Almagro, Capital Federal ,27000
1080,90, 3 ambs. , ARCOS al 1900 ,Belgrano, Capital Federal ,39000
1081,108, 3 ambs. , Castañeda 2020 Piso 9 ,Belgrano, Capital Federal ,2499
1082,80, 3 ambs. , Giribone 1100 ,Chacarita, Capital Federal ,70000
1083,120, 3 ambs. , Ortiz de Ocampo y cabello ,Palermo, Capital Federal ,1900
1084,72, 3 ambs. , Jorge Luis Borges 2100 2ºA ,Palermo, Capital Federal ,56000
1085,55, 3 ambs. , Terrada 921 ,Flores, Capital Federal ,26000
1086,85, 3 ambs. , Guemes al 3300 ,Palermo, Capital Federal ,1100
1087,64, 3 ambs. , Santos Dumont al 2300 ,Colegiales, Capital Federal ,50000
1088,92, 3 ambs. , Torre River View,Puerto Madero, Capital Federal ,160000
1089,90, 4 ambs. , Cerrito al 1300 ,Recoleta, Capital Federal ,49000
1090,96, 3 ambs. , Cramer al 1600 ,Belgrano, Capital Federal ,650
1091,110, 3 ambs. , Arenales al 800 ,Retiro, Capital Federal ,30000
1092,58, 3 ambs. , Vidal 1500 ,Belgrano, Capital Federal ,30000
1093,107, 4 ambs. , JUNCAL al 2200 ,Recoleta, Capital Federal ,46000
1094,80, 3 ambs. , Cabrera,Palermo, Capital Federal ,700
1095,210, 3 ambs. , Macacha Güemes ,Puerto Madero, Capital Federal ,3200
1096,80, 3 ambs. , Jose Hernandez 2000 ,Belgrano, Capital Federal ,36000
1097,193, 5 ambs. , Av. Libertador al 2100 ,Palermo, Capital Federal ,180000
1098,97, 3 ambs. , Güemes 3500 ,Palermo, Capital Federal ,50000
1099,95, 3 ambs. , Av. Libertador al 5400 ,Belgrano, Capital Federal ,120000
1100,80, 4 ambs. , uriarte 2200 ,Palermo, Capital Federal ,50000
1101,60, 3 ambs. , Mansilla al 2900 ,Recoleta, Capital Federal ,30000
1102,76, 3 ambs. , Av. Scalabrini Ortiz 41 ,Villa Crespo, Capital Federal ,25000
1103,75, 3 ambs. , Guemes al 3300 ,Palermo, Capital Federal ,1800
1104,80, 3 ambs. , Juan B Justo al 1000 ,Palermo, Capital Federal ,1400
1105,195, 4 ambs. , Avenida del Libertador al 4900 ,Palermo, Capital Federal ,1900
1106,95, 3 ambs. , Bartolome Mitre 2600 ,Balvanera, Capital Federal ,35000
1107,118, 3 ambs. , Arcos al 1200 ,Belgrano, Capital Federal ,46000
1108,195, 4 ambs. , Avenida del Libertador al 4900 ,Palermo, Capital Federal ,252700
1109,60, 3 ambs. , Libertador al 1100 ,Recoleta, Capital Federal ,29000
1110,70, 3 ambs. , Ruggeri al 2900 ,Palermo, Capital Federal ,1800
1111,145, 3 ambs. , Av. Libertador al 5400 ,Belgrano, Capital Federal ,3500
1112,191, 3 ambs. , Azucena Villaflor al 600 ,Puerto Madero, Capital Federal ,3300
1113,75, 3 ambs. , Corrientes,Villa Crespo, Capital Federal ,45000
1114,67, 3 ambs. , Juncal al 3700 ,Palermo, Capital Federal ,28000
1115,75, 3 ambs. , Guemes al 3300 ,Palermo, Capital Federal ,3200
1116,175, 4 ambs. , Av. del Libertador al 300 ,Retiro, Capital Federal ,3000
1117,78, 3 ambs. , MIGUELETES 1640 ,Belgrano, Capital Federal ,69000
1118,160, 3 ambs. , Av Juana Manso 153 p. 8 ,Puerto Madero, Capital Federal ,3000
1119,80, 3 ambs. , O HIGGINS al 1700 ,Belgrano, Capital Federal ,49900
1120,64, 3 ambs. , Santos Dumont al 2300 ,Palermo, Capital Federal ,50000
1121,59, 3 ambs. , Migueletes al 2300 ,Belgrano, Capital Federal ,28000
1122,70, 3 ambs. , Catalina Marchi al 200 ,Belgrano, Capital Federal ,37000
1123,70, 3 ambs. , Julian Alvarez al 2500 ,Recoleta, Capital Federal ,30000
1124,145, 3 ambs. , Av. Libertador al 5400 ,Belgrano, Capital Federal ,2300
1125,60, 3 ambs. , Av. Córdoba y Uruguay ,Recoleta, Capital Federal ,68000
1126,70, 3 ambs. , Arroyo al 800 ,Retiro, Capital Federal ,1300
1127,124, 3 ambs. , Juana Manso 1150 ,Puerto Madero, Capital Federal ,1600
1128,110, 3 ambs. , Av. Alvear al 1700 ,Recoleta, Capital Federal ,59000
1129,63, 3 ambs. , Mendoza al 5000 ,Villa Urquiza, Capital Federal ,27000
1130,54, 3 ambs. , Aguilar 2390 ,Colegiales, Capital Federal ,36000
1131,120, 3 ambs. , Felipe Vallese 2751 ,Floresta, Capital Federal ,57900
1132,93, 3 ambs. , Castañeda 2020 ,Belgrano, Capital Federal ,2200
1133,75, 3 ambs. , Guemes al 3300 ,Palermo, Capital Federal ,1950
1134,74, 3 ambs. , Uriarte 2363 ,Palermo, Capital Federal ,1200
1135,55, 3 ambs. , Terrada 921 ,Floresta, Capital Federal ,26000
1136,60, 3 ambs. , CIUDAD DE LA PAZ al 2100 ,Belgrano, Capital Federal ,25000
1137,136, 3 ambs. , Macacha Güemes al 300 ,Puerto Madero, Capital Federal ,2500
1138,68, 3 ambs. , DR. PEDRO IGNACIO RIVERA 4785 ,Villa Urquiza, Capital Federal ,36050
1139,200, 3 ambs. , Olga Cossettini al 100 ,Puerto Madero, Capital Federal ,2900
1140,54, 3 ambs. , Alquiler Departamento 3 Ambientes ,Belgrano, Capital Federal ,30000
1141,120, 4 ambs. , QUINTANA MANUEL PRES. AV 80 ,Recoleta, Capital Federal ,50000
1142,75, 3 ambs. , Juncal 4690 ,Palermo, Capital Federal ,1500
1143,148, 3 ambs. , Live Hotel,Palermo, Capital Federal ,2900
1144,58, 3 ambs. , Galicia al 1100 ,Caballito, Capital Federal ,22000
1145,110, 4 ambs. , Congreso 2700 ,Núñez, Capital Federal ,60000
1146,120, 3 ambs. , Felipe Vallese 2751 ,Flores, Capital Federal ,57900
1147,64, 3 ambs. , Santos Dumont al 2300 ,Belgrano, Capital Federal ,50000
1148,70, 3 ambs. , Ruggeri al 2900 ,Palermo, Capital Federal ,55000
1149,59, 3 ambs. , Amenabar 2800 ,Belgrano, Capital Federal ,29000
1150,64, 3 ambs. , GUEMES al 4200 ,Palermo, Capital Federal ,25000
1151,61, 3 ambs. , Pacheco al 2800 ,Villa Urquiza, Capital Federal ,35000
1152,53, 3 ambs. , Scalabrini Ortiz 34 Piso 9 Dpto 17 ,Villa Crespo, Capital Federal ,25000
1153,52, 3 ambs. , O Higgins al 2100 ,Belgrano, Capital Federal ,30000
1154,90, 3 ambs. , Avenida Lacroze al 1800 ,Belgrano, Capital Federal ,50000
1155,78, 3 ambs. , RIVADAVIA 4986 ,Caballito, Capital Federal ,27000
1156,71, 3 ambs. , AV. Rivadavia 4620 ,Caballito, Capital Federal ,35000
1157,75, 3 ambs. , Humboldt 2100 ,Palermo, Capital Federal ,1900
1158,63, 3 ambs. , Navarro al 3400 ,Villa Devoto, Capital Federal ,32000
1159,191, 3 ambs. , Azucena Villaflor al 600 ,Puerto Madero, Capital Federal ,4000
1160,65, 3 ambs. , Beruti al 3400 ,Palermo, Capital Federal ,55000
1161,73, 3 ambs. , SANTA FE AV. 2669 ,Recoleta, Capital Federal ,27000
1162,90, 3 ambs. , Cerviño 4600 ,Palermo, Capital Federal ,200000
1163,90, 3 ambs. , Arenales 3700 7° ,Palermo, Capital Federal ,40000
1164,113, 3 ambs. , Sucre AL al 700 ,Belgrano, Capital Federal ,2000
1165,78, 3 ambs. , ANCHORENA al 1400 ,Recoleta, Capital Federal ,28000
1166,136, 3 ambs. , Excelente 3 Ambientes en Alquiler en Torre LE Parc ,Puerto Madero, Capital Federal ,2700
1167,44, 3 ambs. , Mansilla 2900,Recoleta, Capital Federal ,28000
1168,75, 3 ambs. , Fray Justo Santamaria de Oro al 2900 ,Palermo, Capital Federal ,38000
1169,175, 3 ambs. , Av. del Libertador al 300 ,Recoleta, Capital Federal ,3000
1170,65, 3 ambs. , Conesa al 2100 Entre Juramento y Mendoza ,Belgrano, Capital Federal ,29500
1171,122, 3 ambs. , Juana Manso al 700 ,Puerto Madero, Capital Federal ,2000
1172,190, 3 ambs. , Marta Linch al 400 ,Puerto Madero, Capital Federal ,4000
1173,64, 3 ambs. , Mansilla al 3000 ,Recoleta, Capital Federal ,700
1174,110, 3 ambs. , Ciudad de la Paz 2400 ,Belgrano, Capital Federal ,65000
1175,85, 3 ambs. , Cañada de Gómez 1900 ,Mataderos, Capital Federal ,26000
1176,190, 4 ambs. , Azucena Villaflor al 600 ,Puerto Madero, Capital Federal ,3500
1177,146, 3 ambs. , Av Libertador al 3500 ,Palermo, Capital Federal ,110000
1178,124, 4 ambs. , QUINTANA MANUEL PRES. AV 100 1,Recoleta, Capital Federal ,50000
