Size,Address,Neighborhood,Rent,Price/Mts2
67, VIRREY OLAGUER 2468 ,Belgrano,25000.0,373.1
27, San Luis 2850 ,Recoleta,22000.0,814.8
53, CABRERA 3840 ,Palermo,35000.0,660.4
50, Av. Forest 435 ,Chacarita,8000.0,160.0
54, Manuel Artigas 5196 ,Villa Luro,17500.0,324.1
51, Av. Escalada 20 ,Villa Luro,18000.0,352.9
70, Anchorena 1300 ,Recoleta,26000.0,371.4
80, Zequeira 6024 ,Mataderos,14000.0,175.0
60, Monroe 4521 ,Villa Urquiza,34500.0,575.0
55, Acoyte 91 ,Caballito,20000.0,363.6
75, AVENIDA LA PLATA 1300 ,Boedo,30000.0,400.0
72, PALESTINA 607 ,Almagro,27000.0,375.0
65, BALBIN 2600 ,Belgrano,32500.0,500.0
70, AV. ESCALADA 4300 ,Villa Lugano,20000.0,285.7
58, Jose luis cantilo 5037 ,Villa Devoto,30000.0,517.2
60, arenales 2800 ,Recoleta,25000.0,416.7
73, Avenida Garay 1264 ,Constitución,17999.0,246.6
76, Gurruchaga 274 ,Villa Crespo,36000.0,473.7
45, Álvarez Thomas 833 ,Colegiales,20000.0,444.4
60, CAMARONES 2800 ,Villa del Parque,23000.0,383.3
55, Esmeralda 900 ,Retiro,18000.0,327.3
78, terrada 925 ,Flores,28000.0,359.0
62, Sanchez de Bustamante 1880 ,Recoleta,27500.0,443.5
70, guemes 3756 ,Palermo,29700.0,424.3
48, Albarellos 2957 ,Villa Pueyrredón,25000.0,520.8
110, Virrey del pino 2100 ,Belgrano,80000.0,727.3
56, Cabildo 3200 ,Belgrano,21900.0,391.1
95, av. Corrientes 4800 ,Villa Crespo,30000.0,315.8
70, Av juan de garay 700 ,San Telmo,25000.0,357.1
74, Av. Libertador 5600 ,Belgrano,53000.0,716.2
120, Pasaje Lomas de zamora 2455 ,Villa Devoto,50000.0,416.7
67, Matheu 1200 ,San Cristóbal,23000.0,343.3
53, Acuña de Figueroa al 100 SN ,Almagro,25000.0,471.7
55, Acuña de Figueroa 151 ,Almagro,25000.0,454.5
70, Rivadavia 10400 ,Villa Luro,21000.0,300.0
60, FRANKLIN D. ROOSEVELT 2585 ,Belgrano,34000.0,566.7
54, Nahuel Huapi 4500 ,Villa Urquiza,37500.0,694.4
96, AVENIDA SANTA FE 3968 ,Palermo,35000.0,364.6
70, Terrada 921 ,Flores,27000.0,385.7
56, Yerbal 5126 ,Villa Luro,15000.0,267.9
67, Matheu 1200 ,San Cristóbal,23000.0,343.3
50, Achaval 200 ,Caballito,28000.0,560.0
80, Conesa 776 ,Colegiales,60000.0,750.0
90, Dragones 2200 ,Belgrano,137475.0,1527.5
100, Figueroa Alcorta 7184 ,Belgrano,60000.0,600.0
79, San Juan 2190 ,San Cristóbal,29000.0,367.1
57, Tucuman 1600 ,Recoleta,18500.0,324.6
80, AZUCENA VILLA FLOR 500 ,Puerto Madero,128310.00000000001,1603.9
70, Curapaligue 60 ,Caballito,27000.0,385.7
90, Valentin Gomez 2600 ,Once,28100.0,312.2
58, Olleros 2454 ,Colegiales,26000.0,448.3
62, juramento 2564 ,Belgrano,25000.0,403.2
50, Rivadavia 5200 ,Caballito,27000.0,540.0
50, ALVAR NUÑEZ 200 ,La Boca,14000.0,280.0
65, Freire 2300 ,Belgrano,24900.0,383.1
63, vidal 2500 ,Belgrano,27700.0,439.7
60, Marcelo t de Alvear 1400 ,Recoleta,35000.0,583.3
80, Gabriela Mistral 2562 ,Villa Pueyrredón,33000.0,412.5
56, Rondeau SN ,Parque Patricios,23000.0,410.7
52, Av entre Rios 1000 1000 ,San Cristóbal,22600.0,434.6
62, andres vallejos 3000 ,Villa Pueyrredón,33000.0,532.3
55, Plaza 3969 ,Saavedra,20000.0,363.6
45, Senillosa 500 ,Caballito,18000.0,400.0
60, corvalan 108 ,Villa Luro,20000.0,333.3
50, C. Ramirez 5800 ,Villa Lugano,12000.0,240.0
60, Cnel. Ramón Falcón 2800 ,Flores,26000.0,433.3
70, cramer 355 ,Colegiales,24000.0,342.9
49, av soldado de la frontera 5100 ,Villa Lugano,12900.0,263.3
68, Patron 5800 ,Villa Luro,25800.0,379.4
50, GUAYAQUIL al 100 ,Caballito,22000.0,440.0
70, Montañeses 1900 ,Belgrano,26000.0,371.4
40, Argerich 2900 ,Villa del Parque,21000.0,525.0
40, Carlos Calvo 600 2° ,San Telmo,19000.0,475.0
53, Yerbal 5126 ,Villa Luro,16000.0,301.9
62, RAMÓN FALCÓN 3400 ,Floresta,17500.0,282.3
60, Salguero 800 ,Palermo,30000.0,500.0
60, Avenida General Paz 13100 9° ,Mataderos,16000.0,266.7
53, Independencia al 4000 ,Boedo,18000.0,339.6
54, Escalada 19 ,Villa Luro,17000.0,314.8
45, Santander 3000 1° ,Flores,18000.0,400.0
40, Castelli 256 ,Balvanera,16500.0,412.5
44, Asunción 3214 ,Villa del Parque,19500.0,443.2
45, Santander 3000 1° ,Flores,17000.0,377.8
60, Membrillar 275 8º E,Flores,18000.0,300.0
50, Ciudad de la Paz 2900 ,Belgrano,24000.0,480.0
56, Rivadavia al 4700 ,Caballito,17000.0,303.6
47, Boedo 1707 ,Boedo,20000.0,425.5
71, Achaval 200 ,Caballito,33000.0,464.8
55, Rivadavia 3217 ,Almagro,23000.0,418.2
46, AV. Velez Sarsfield N° al 100 ,Parque Patricios,16000.0,347.8
56, AVDA.GAONA 1300 2,Caballito,28000.0,500.0
50, Tacuari al 2000 ,Barracas,19000.0,380.0
50, Santander 3000 2° ,Flores,17000.0,340.0
70, Andrés Lamas 1947 ,Paternal,20000.0,285.7
80, Av. Directorio al 1300 ,Caballito,24500.0,306.2
60, Nicolas Repetto al 300 ,Caballito,20000.0,333.3
59, Vallejos al 4400 ,Villa Devoto,29800.0,505.1
53, Av. Rivadavia al 4390 ,Caballito,21000.0,396.2
61, Estado de Israel al 4700 ,Villa Crespo,25000.0,409.8
55, Chile al 800 ,San Telmo,24000.0,436.4
55, Zapiola 2300 ,Belgrano,30000.0,545.5
57, lascano 2900 ,Villa del Parque,30000.0,526.3
65, sayos 5684 ,Villa Lugano,18000.0,276.9
56, Mendez de Andes 1793 ,Caballito,21000.0,375.0
40, Mexico 2000 PB ,Balvanera,20000.0,500.0
46, Av. Jujuy 2090 5ºB,Parque Patricios,20000.0,434.8
60, Panama 900 ,Almagro,18000.0,300.0
45, Santander 3000 1° ,Flores,17000.0,377.8
55, calderon de la barca 1476 ,Monte Castro,21000.0,381.8
60, Salguero 800 ,Almagro,20000.0,333.3
50, Centenera al 600 ,Caballito,19000.0,380.0
50, Habana 4300 ,Villa Devoto,20000.0,400.0
80, Bulnes 1982 ,Palermo,32000.0,400.0
80, Dolores 9 ,Floresta,18000.0,225.0
54, Humberto 1° al 600 ,San Telmo,23000.0,425.9
60, Zabala 1700 ,Belgrano,22000.0,366.7
50, Santiago DEL Estero N° al 1400 ,Constitución,14000.0,280.0
77, Guayaquil 746 ,Caballito,25000.0,324.7
66, Quevedo N° 3700 ,Villa Devoto,26500.0,401.5
60, PADILLA al 600 ,Villa Crespo,20000.0,333.3
49, Bartolome Mitre al 2700 ,Balvanera,16000.0,326.5
52, Rodo 4200 6° ,Floresta,15000.0,288.5
92, Juana Manso 1300 ,Puerto Madero,70000.0,760.9
53, Cabildo 110,Belgrano,19000.0,358.5
68, Baigorria 2900 1° ,Villa del Parque,25000.0,367.6
64, Ramón L Falcón al 5400 ,Villa Luro,20000.0,312.5
55, Migueletes 1800 ,Belgrano,23000.0,418.2
50, Santander 3000 2° ,Flores,18000.0,360.0
46, Boyaca 500 1° ,Caballito,18000.0,391.3
77, Bauness al 2230 8º40,Villa Urquiza,27000.0,350.6
70, Uriburu al 100 ,Congreso,20000.0,285.7
65, Mercedes 3800 ,Villa Devoto,22500.0,346.2
60, Guardia Vieja 4000 ,Almagro,35000.0,583.3
50, Colombres al 900 ,Boedo,20000.0,400.0
45, HONDURAS al 5700 ,Palermo,20000.0,444.4
74, Juana Azurduy al 1600 ,Núñez,38000.0,513.5
58, Thames al 2100 ,Palermo,25000.0,431.0
45, Alberti al 500 ,Balvanera,17000.0,377.8
78, Paraguay al 3500 ,Palermo,22000.0,282.1
70, Martiniano Leguizamon 0 ,Liniers,21500.0,307.1
117, Juana Manso 1500 ,Puerto Madero,119145.00000000001,1018.3
65, Ricardo Gutierrez 3300 4° ,Villa del Parque,28000.0,430.8
65, Gaona al 2700 ,Caballito,19000.0,292.3
48, Marcos Paz 3600 2° ,Villa Devoto,20000.0,416.7
110, Torres DEL Yatch 3 AMB Amobaldo Juana Manso 590 Piso 38 ,Puerto Madero,247455.00000000003,2249.6
53, RIGLOS Y PEDRO GOYENA ,Caballito,26000.0,490.6
62, Armenia 2200 4,Palermo,35000.0,564.5
52, San ireneo 300 ,Caballito,26000.0,500.0
70, O HIGGINS al 1700 ,Belgrano,26900.0,384.3
53, Bogota 2400 ,Flores,25000.0,471.7
70, Padilla 600 ,Villa Crespo,24000.0,342.9
70, Cabello al 3200 ,Palermo,41242.5,589.2
80, Junin al 1000 ,Recoleta,22000.0,275.0
62, Av. Asamblea 1132 13º C ,Parque Chacabuco,22000.0,354.8
52, Miro Entre Bonifacio,Caballito,25000.0,480.8
80, MAURE al 2300 ,Belgrano,38000.0,475.0
51, Pacheco al 2200 ,Villa Urquiza,26000.0,509.8
50, JUNCAL 4500 ,Palermo,28500.0,570.0
60, Gorriti al 3400 ,Recoleta,22000.0,366.7
57, Garcia Lorca 20 PB B ,Caballito,19000.0,333.3
72, Av. Diaz Velez 4000 ,Almagro,28000.0,388.9
62, Timoteo Gordillo 100 13° ,Liniers,16000.0,258.1
83, Cerrito al 200,Monserrat,19000.0,228.9
51, AV CABILDO al 200 ,Belgrano,21000.0,411.8
65, Armenia 2200 6,Palermo,35000.0,538.5
67, Godoy Cruz 2900 ,Palermo,40000.0,597.0
52, Santiago DEL Estero al 100 ,Congreso,20000.0,384.6
56, Corrientes al 5600 ,Villa Crespo,25000.0,446.4
75, Franklin D. Roseevelt al 3200 ,Belgrano,45000.0,600.0
49, Matienzo,Palermo,25000.0,510.2
58, Virgilio 1376 ,Monte Castro,22000.0,379.3
55, Juncal al 4500,Palermo,29000.0,527.3
86, Juncal 1200 ,Recoleta,25000.0,290.7
80, borges 2300 ,Palermo,30000.0,375.0
70, Corvalan al 2600 ,Mataderos,23000.0,328.6
72, DOBLAS 100 ,Caballito,25000.0,347.2
75, Ramallo al 1700 ,Núñez,45000.0,600.0
130, Migueletes al 800 ,Palermo,229125.0,1762.5
55, Olazabal 5200 2° ,Villa Urquiza,25000.0,454.5
75, Corrientes al 4400 ,Almagro,32000.0,426.7
100, Melincue al 3200 ,Villa del Parque,32000.0,320.0
50, Charcas al 3600 ,Palermo,27000.0,540.0
65, Pedro Ignacio Rivera al 2400 ,Núñez,27000.0,415.4
90, Tucuman 600 ,San Nicolás,28500.0,316.7
75, Peña al 3000 ,Recoleta,45000.0,600.0
125, Felipe Vallese 2751 ,Flores,48000.0,384.0
75, Cerrito al 1500 Piso 16 ,Recoleta,28000.0,373.3
47, AV SAN Martin al 4900 ,Villa del Parque,19000.0,404.3
50, Lemos 83 ,Chacarita,20000.0,400.0
75, Cesar Diaz 4300 10° ,Floresta,23000.0,306.7
65, Jufre al 800 ,Villa Crespo,40000.0,615.4
80, Jorge Luis Borges al 1300 ,Palermo,25000.0,312.5
93, Av.Cabildo 500 ,Palermo,38000.0,408.6
50, B Mitre 1617 ,San Nicolás,16000.0,320.0
62, Conesa al 2500 ,Belgrano,35000.0,564.5
85, Vuelta de Obligado al 4600 ,Núñez,38000.0,447.1
46, Viamonte 2600 ,Balvanera,18000.0,391.3
90, Virrey Arredondo y Arcos ,Belgrano,40000.0,444.4
62, Barzana al 2100 ,Villa Urquiza,28000.0,451.6
60, LASCANO 2800 ,Villa del Parque,30000.0,500.0
64, GUEMES al 4200 ,Palermo,25000.0,390.6
55, Zapiola 2300 ,Belgrano,30000.0,545.5
80, Defensa al 800 ,San Telmo,38000.0,475.0
56, Plaza 2400 ,Coghlan,27000.0,482.1
110, Congreso 2700 ,Coghlan,60000.0,545.5
125, Felipe Vallese 2751 ,Floresta,48000.0,384.0
60, AV Cruz al 6200 ,Villa Lugano,18000.0,300.0
51, Avenida San Juan al 1900 ,San Cristóbal,25000.0,490.2
120, Av. Córdoba 800 ,Retiro,23800.0,198.3
180, Azucena Villaflor 600 ,Puerto Madero,200000.0,1111.1
60, OLAYA al 1100 ,Villa Crespo,20000.0,333.3
66, echevarria al 4200 ,Villa Urquiza,37000.0,560.6
63, Mario Bravo al 300 ,Almagro,27000.0,428.6
75, Culpina al 100 ,Flores,24000.0,320.0
65, rocha al 1500 ,Barracas,17500.0,269.2
131, Azucena Villaflor 500 ,Puerto Madero,192465.0,1469.2
57, Av Crisologo Larralde al 1900 ,Núñez,32000.0,561.4
90, Juncal 1900 5° ,Recoleta,39000.0,433.3
80, AVELLANEDA al 3200 ,Flores,18000.0,225.0
75, Terrada 921 ,Flores,28500.0,380.0
70, Arce al 200 ,Palermo,40000.0,571.4
68, Humberto Primo al 600 ,San Telmo,23000.0,338.2
65, Bolivia al 3000 ,Villa del Parque,35000.0,538.5
100, CALLAO AV. 1700 P.B.,Recoleta,89817.0,898.2
70, Departamento Amoblado en Nuñez ,Núñez,90000.0,1285.7
59, Amenabar 2800 ,Belgrano,25000.0,423.7
62, ciudad de la paz 2211 ,Belgrano,28000.0,451.6
55, Lascano 2900 ,Villa del Parque,30000.0,545.5
65, Avellaneda al 2600 ,Flores,20000.0,307.7
55, Billinghurst 200 ,Almagro,20000.0,363.6
60, GASCON al 1100 ,Almagro,25000.0,416.7
124, Gral. Indalecio Chenault 1900 ,Palermo,89500.0,721.8
135, Azucena Villaflor 500 ,Puerto Madero,174135.0,1289.9
65, Av Roosevelt al 2400 ,Belgrano,30000.0,461.5
126, Azucena Villaflor 500 ,Puerto Madero,247455.00000000003,1963.9
50, TUCUMAN 900 ,San Nicolás,20000.0,400.0
60, Bernardo de Yrigoyen al 1300 ,Monserrat,25000.0,416.7
110, Billinghurst al 2300 ,Recoleta,42000.0,381.8
65, Charcas al 3500 ,Palermo,40000.0,615.4
72, av diaz velez 4000 ,Almagro,28000.0,388.9
200, Juana Manso al 100 ,Puerto Madero,261202.50000000003,1306.0
82, Azcuenaga al 1300 ,Recoleta,30000.0,365.9
125, Aimé Painé al 1100 ,Puerto Madero,458250.0,3666.0
60, av de los Incas 4400 ,Chacarita,25000.0,416.7
50, Arévalo al 2900 ,Palermo,27000.0,540.0
75, Terrada 921 ,Floresta,28500.0,380.0
99, Republica Arabe Siria al 2900 ,Palermo,55000.0,555.6
62, Camargo al 700 ,Villa Crespo,24500.0,395.2
60, Fray Justo Santa María de Oro al 2700 ,Palermo,40000.0,666.7
62, 25 de mayo al 700 ,Retiro,24000.0,387.1
100, Amenbar al 1800 ,Belgrano,37000.0,370.0
115, Av del Libertador al 3500 ,Palermo,80000.0,695.7
75, Soler 6043 ,Palermo,40000.0,533.3
84, Tucuman al 900 ,San Nicolás,35000.0,416.7
200, Av del Libertador al 4900 ,Belgrano,174135.0,870.7
94, Parera al 100 ,Recoleta,40000.0,425.5
85, Guemes 3300 ,Palermo,100000.0,1176.5
80, Salta al 1500 ,Constitución,18000.0,225.0
60, av constituyentes 6264 ,Villa Urquiza,22000.0,366.7
65, Juncal al 1800 ,Recoleta,32000.0,492.3
71, Biarritz N° 2328,Villa del Parque,27000.0,380.3
145, Juana Manso al 500 ,Puerto Madero,137475.0,948.1
85, Juncal 1100 ,Recoleta,50000.0,588.2
90, Virrey Arredondo al 2200 ,Belgrano,30000.0,333.3
70, Guemes 2900 2º ,Recoleta,39000.0,557.1
77, Av. Las Heras 2500 ,Recoleta,38000.0,493.5
140, Thames 2161 ,Palermo,109980.0,785.6
97, Republica Arabe Siria al 2600 ,Palermo,36000.0,371.1
58, Pico 2300 1° ,Belgrano,30000.0,517.2
80, Giribone 1100 ,Colegiales,70000.0,875.0
105, Maure al 1500 ,Palermo,45000.0,428.6
75, :) ,Caballito,32000.0,426.7
56, SANTA FE al 4800 ,Palermo,27000.0,482.1
50, Avenida libertador al 6400 ,Núñez,25000.0,500.0
67, Av. Callao 1200 ,Recoleta,45000.0,671.6
55, Abraham J. Luppi al 900 ,Nueva Pompeya,15800.0,287.3
86, Juan Francisco Segui 4700 ,Palermo,95000.0,1104.7
48, P. I. Rivera 3045 ,Belgrano,23500.0,489.6
135, Levene al 900 ,Recoleta,219960.0,1629.3
90, LUIS MARIA CAMPOS 1100 ,Palermo,29000.0,322.2
70, Martiniano Leguizamon 0 ,Liniers,22000.0,314.3
90, Olga Cossettini 1300 ,Puerto Madero,72000.0,800.0
200, Av. Salvador María del Carril al 4100 ,Villa Devoto,65000.0,325.0
60, Arcos 1700 ,Belgrano,70000.0,1166.7
60, Juan Francisco Segui 3578 ,Palermo,32000.0,533.3
69, Jorge Luis Borges 2100 5ºA ,Palermo,60000.0,869.6
45, Vuelta de Obligado y Pico ,Núñez,30000.0,666.7
88, Helguera 2800 9° ,Villa del Parque,35000.0,397.7
122, Juana Manso al 1500 ,Puerto Madero,200000.0,1639.3
63, Zapata 100 ,Palermo,82485.0,1309.3
200, Olga Cossettini al 100 ,Puerto Madero,366600.0,1833.0
80, Olga Cossettini al 1100 ,Puerto Madero,65000.0,812.5
83, Azucena Villaflor ,Puerto Madero,82485.0,993.8
60, Roosevelt al 1900 ,Belgrano,43000.0,716.7
82, LAFINUR al 3100 ,Palermo,68000.0,829.3
148, Julieta Lanteri 1300 ,Puerto Madero,229125.0,1548.1
128, Ramon Castilla 2900 ,Palermo,192465.0,1503.6
134, Parana al 1200 ,Recoleta,206212.5,1538.9
82, Anchorena al 1600 ,Recoleta,35000.0,426.8
117, Quartier Ocampo ,Palermo,232791.0,1989.7
52, MONROE 3848 ,Belgrano,119145.00000000001,2291.3
58, Teniente General Juan Domingo Peron 1600 ,San Nicolás,16000.0,275.9
82, av diaz velez 3800 ,Almagro,27000.0,329.3
90, ARCOS al 1900 ,Belgrano,39000.0,433.3
108, Castañeda 2020 Piso 9 ,Belgrano,229033.35,2120.7
80, Giribone 1100 ,Chacarita,70000.0,875.0
120, Ortiz de Ocampo y cabello ,Palermo,174135.0,1451.1
72, Jorge Luis Borges 2100 2ºA ,Palermo,56000.0,777.8
55, Terrada 921 ,Flores,26000.0,472.7
85, Guemes al 3300 ,Palermo,100815.0,1186.1
64, Santos Dumont al 2300 ,Colegiales,50000.0,781.2
92, Torre River View,Puerto Madero,160000.0,1739.1
90, Cerrito al 1300 ,Recoleta,49000.0,544.4
96, Cramer al 1600 ,Belgrano,59572.50000000001,620.5
110, Arenales al 800 ,Retiro,30000.0,272.7
58, Vidal 1500 ,Belgrano,30000.0,517.2
107, JUNCAL al 2200 ,Recoleta,46000.0,429.9
80, Cabrera,Palermo,64155.00000000001,801.9
210, Macacha Güemes ,Puerto Madero,293280.0,1396.6
80, Jose Hernandez 2000 ,Belgrano,36000.0,450.0
193, Av. Libertador al 2100 ,Palermo,180000.0,932.6
97, Güemes 3500 ,Palermo,50000.0,515.5
95, Av. Libertador al 5400 ,Belgrano,120000.0,1263.2
80, uriarte 2200 ,Palermo,50000.0,625.0
60, Mansilla al 2900 ,Recoleta,30000.0,500.0
76, Av. Scalabrini Ortiz 41 ,Villa Crespo,25000.0,328.9
75, Guemes al 3300 ,Palermo,164970.0,2199.6
80, Juan B Justo al 1000 ,Palermo,128310.00000000001,1603.9
195, Avenida del Libertador al 4900 ,Palermo,174135.0,893.0
95, Bartolome Mitre 2600 ,Balvanera,35000.0,368.4
118, Arcos al 1200 ,Belgrano,46000.0,389.8
195, Avenida del Libertador al 4900 ,Palermo,252700.0,1295.9
60, Libertador al 1100 ,Recoleta,29000.0,483.3
70, Ruggeri al 2900 ,Palermo,164970.0,2356.7
145, Av. Libertador al 5400 ,Belgrano,320775.0,2212.2
191, Azucena Villaflor al 600 ,Puerto Madero,302445.0,1583.5
75, Corrientes,Villa Crespo,45000.0,600.0
67, Juncal al 3700 ,Palermo,28000.0,417.9
75, Guemes al 3300 ,Palermo,293280.0,3910.4
175, Av. del Libertador al 300 ,Retiro,274950.0,1571.1
78, MIGUELETES 1640 ,Belgrano,69000.0,884.6
160, Av Juana Manso 153 p. 8 ,Puerto Madero,274950.0,1718.4
80, O HIGGINS al 1700 ,Belgrano,49900.0,623.8
64, Santos Dumont al 2300 ,Palermo,50000.0,781.2
59, Migueletes al 2300 ,Belgrano,28000.0,474.6
70, Catalina Marchi al 200 ,Belgrano,37000.0,528.6
70, Julian Alvarez al 2500 ,Recoleta,30000.0,428.6
145, Av. Libertador al 5400 ,Belgrano,210795.0,1453.8
60, Av. Córdoba y Uruguay ,Recoleta,68000.0,1133.3
70, Arroyo al 800 ,Retiro,119145.00000000001,1702.1
124, Juana Manso 1150 ,Puerto Madero,146640.0,1182.6
110, Av. Alvear al 1700 ,Recoleta,59000.0,536.4
63, Mendoza al 5000 ,Villa Urquiza,27000.0,428.6
54, Aguilar 2390 ,Colegiales,36000.0,666.7
120, Felipe Vallese 2751 ,Floresta,57900.0,482.5
93, Castañeda 2020 ,Belgrano,201630.0,2168.1
75, Guemes al 3300 ,Palermo,178717.5,2382.9
74, Uriarte 2363 ,Palermo,109980.0,1486.2
55, Terrada 921 ,Floresta,26000.0,472.7
60, CIUDAD DE LA PAZ al 2100 ,Belgrano,25000.0,416.7
136, Macacha Güemes al 300 ,Puerto Madero,229125.0,1684.7
68, DR. PEDRO IGNACIO RIVERA 4785 ,Villa Urquiza,36050.0,530.1
200, Olga Cossettini al 100 ,Puerto Madero,265785.0,1328.9
54, Alquiler Departamento 3 Ambientes ,Belgrano,30000.0,555.6
120, QUINTANA MANUEL PRES. AV 80 ,Recoleta,50000.0,416.7
75, Juncal 4690 ,Palermo,137475.0,1833.0
148, Live Hotel,Palermo,265785.0,1795.8
58, Galicia al 1100 ,Caballito,22000.0,379.3
110, Congreso 2700 ,Núñez,60000.0,545.5
120, Felipe Vallese 2751 ,Flores,57900.0,482.5
64, Santos Dumont al 2300 ,Belgrano,50000.0,781.2
70, Ruggeri al 2900 ,Palermo,55000.0,785.7
59, Amenabar 2800 ,Belgrano,29000.0,491.5
64, GUEMES al 4200 ,Palermo,25000.0,390.6
61, Pacheco al 2800 ,Villa Urquiza,35000.0,573.8
53, Scalabrini Ortiz 34 Piso 9 Dpto 17 ,Villa Crespo,25000.0,471.7
52, O Higgins al 2100 ,Belgrano,30000.0,576.9
90, Avenida Lacroze al 1800 ,Belgrano,50000.0,555.6
78, RIVADAVIA 4986 ,Caballito,27000.0,346.2
71, AV. Rivadavia 4620 ,Caballito,35000.0,493.0
75, Humboldt 2100 ,Palermo,174135.0,2321.8
63, Navarro al 3400 ,Villa Devoto,32000.0,507.9
191, Azucena Villaflor al 600 ,Puerto Madero,366600.0,1919.4
65, Beruti al 3400 ,Palermo,55000.0,846.2
73, SANTA FE AV. 2669 ,Recoleta,27000.0,369.9
90, Cerviño 4600 ,Palermo,200000.0,2222.2
90, Arenales 3700 7° ,Palermo,40000.0,444.4
113, Sucre AL al 700 ,Belgrano,183300.0,1622.1
78, ANCHORENA al 1400 ,Recoleta,28000.0,359.0
136, Excelente 3 Ambientes en Alquiler en Torre LE Parc ,Puerto Madero,247455.00000000003,1819.5
44, Mansilla 2900,Recoleta,28000.0,636.4
75, Fray Justo Santamaria de Oro al 2900 ,Palermo,38000.0,506.7
175, Av. del Libertador al 300 ,Recoleta,274950.0,1571.1
65, Conesa al 2100 Entre Juramento y Mendoza ,Belgrano,29500.0,453.8
122, Juana Manso al 700 ,Puerto Madero,183300.0,1502.5
190, Marta Linch al 400 ,Puerto Madero,366600.0,1929.5
64, Mansilla al 3000 ,Recoleta,64155.00000000001,1002.4
110, Ciudad de la Paz 2400 ,Belgrano,65000.0,590.9
85, Cañada de Gómez 1900 ,Mataderos,26000.0,305.9
190, Azucena Villaflor al 600 ,Puerto Madero,320775.0,1688.3
146, Av Libertador al 3500 ,Palermo,110000.0,753.4
124, QUINTANA MANUEL PRES. AV 100 1,Recoleta,50000.0,403.2
